Date,log_return,vix_change,regime_IS,regime_OOS,bull_prob_OOS,regime_filt,bull_prob_IS,pos_IS,pos_OOS,pos_filt,pos_weighted_raw,pos_weighted,pos_short,ret_bnh,ret_IS,ret_OOS,ret_filt,ret_weighted_raw,ret_weighted,ret_short,ret_bnh_net,ret_IS_net,ret_OOS_net,ret_filt_net,ret_weighted_raw_net,ret_weighted_net,ret_short_net,cum_IS,cum_IS_net,cum_OOS,cum_OOS_net,cum_filt,cum_filt_net,cum_weighted_raw,cum_weighted_raw_net,cum_weighted,cum_weighted_net,cum_short,cum_short_net,cum_bnh,cum_bnh_net
2010-01-04,0.01601906699487927,0.0,High-Vol,,,High-Vol,3.7522466073242754e-104,0.0,0.0,0.0,3.7522466073242754e-104,3.7522466073242754e-104,0.0,0.01601906699487927,0.0,0.0,0.0,6.010748978403602e-106,6.010748978403602e-106,0.0,0.01551906699487927,0.0,0.0,0.0,5.823136648037388e-106,5.823136648037388e-106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0161480601112443,1.015640113078529
2010-01-05,0.006751670767428715,0.0,High-Vol,,,High-Vol,1.5493380305951323e-18,0.0,0.0,0.0,1.5493380305951323e-18,3.7522466073242754e-104,0.0,0.006751670767428715,0.0,0.0,0.0,1.046062029003473e-20,2.533393373085488e-106,0.0,0.006751670767428715,0.0,0.0,0.0,9.685951274737164e-21,2.533393373085488e-106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0230319700605957,1.022520581933251
2010-01-06,-0.001312790852902234,0.0,High-Vol,,,High-Vol,1.0096679906400892e-11,0.0,0.0,0.0,1.0096679906400892e-11,3.7522466073242754e-104,0.0,-0.001312790852902234,-0.0,-0.0,-0.0,-1.3254829025804874e-14,-4.9259150239287493e-107,-0.0,-0.001312790852902234,-0.0,-0.0,-0.0,-1.8303168204336304e-14,-4.9259150239287493e-107,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999868,0.9999999999999817,1.0,1.0,1.0,1.0,1.0216898242192223,1.0211791069970582
2010-01-07,-0.007974138265160172,0.0,High-Vol,,,High-Vol,7.419709043593475e-12,0.0,0.0,0.0,7.419709043593475e-12,3.7522466073242754e-104,0.0,-0.007974138265160172,-0.0,-0.0,-0.0,-5.916578580087371e-14,-2.9920933251781937e-106,-0.0,-0.007974138265160172,-0.0,-0.0,-0.0,-6.050427123227742e-14,-2.9920933251781937e-106,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999276,0.9999999999999212,1.0,1.0,1.0,1.0,1.0135751251619105,1.0130684642751067
2010-01-08,0.011205004868112848,0.0,High-Vol,,,High-Vol,8.041536640825876e-12,0.0,0.0,0.0,8.041536640825876e-12,3.7522466073242754e-104,0.0,0.011205004868112848,0.0,0.0,0.0,9.010545720756179e-14,4.2043941501428423e-106,0.0,0.011205004868112848,0.0,0.0,0.0,8.979454340894558e-14,4.2043941501428423e-106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000178,1.0000000000000109,1.0,1.0,1.0,1.0,1.0249961059524335,1.024483736002619
2010-01-11,-0.007449996118881157,0.0,High-Vol,,,High-Vol,9.515767296958656e-12,0.0,0.0,0.0,9.515767296958656e-12,3.7522466073242754e-104,0.0,-0.007449996118881157,-0.0,-0.0,-0.0,-7.089242943051823e-14,-2.795422266165084e-106,-0.0,-0.007449996118881157,-0.0,-0.0,-0.0,-7.162954475858461e-14,-2.795422266165084e-106,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999468,0.9999999999999394,1.0,1.0,1.0,1.0,1.01738826332802,1.016879696348696
2010-01-12,0.014591982715564842,0.0,High-Vol,,,High-Vol,6.229111060715192e-12,0.0,0.0,0.0,6.229111060715192e-12,3.7522466073242754e-104,0.0,0.014591982715564842,0.0,0.0,0.0,9.089508093128987e-14,5.475271763861264e-106,0.0,0.014591982715564842,0.0,0.0,0.0,8.925175281316813e-14,5.475271763861264e-106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000377,1.0000000000000286,1.0,1.0,1.0,1.0,1.032342818234742,1.0318267758469726
2010-01-13,-0.0016672695216553247,0.0,High-Vol,,,High-Vol,1.388827319461338e-11,0.0,0.0,0.0,1.388827319461338e-11,3.7522466073242754e-104,0.0,-0.0016672695216553247,-0.0,-0.0,-0.0,-2.315549460580152e-14,-6.25600640612636e-107,-0.0,-0.0016672695216553247,-0.0,-0.0,-0.0,-2.698507567275061e-14,-6.25600640612636e-107,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000144,1.0000000000000016,1.0,1.0,1.0,1.0,1.0306230585678187,1.0301078758449485
2010-01-14,0.014269947617251923,0.0,High-Vol,,,High-Vol,5.849654113270364e-12,0.0,0.0,0.0,5.849654113270364e-12,3.7522466073242754e-104,0.0,0.014269947617251923,0.0,0.0,0.0,8.347425777541034e-14,5.354436253352865e-106,0.0,0.014269947617251923,0.0,0.0,0.0,7.945494823473884e-14,5.354436253352865e-106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000000000098,1.000000000000081,1.0,1.0,1.0,1.0,1.0454354301555522,1.0449128430981258
2010-01-15,0.0065209159655037685,0.0,High-Vol,,,High-Vol,1.300458508803079e-11,0.0,0.0,0.0,1.300458508803079e-11,3.7522466073242754e-104,0.0,0.0065209159655037685,0.0,0.0,0.0,8.480180652529221e-14,2.446808480820822e-106,0.0,0.0065209159655037685,0.0,0.0,0.0,8.1224341037912e-14,2.446808480820822e-106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000001827,1.0000000000001623,1.0,1.0,1.0,1.0,1.05227490231872,1.0517488963800037
